Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income
26,Bachelor's,Healthcare,0,Urban,34,Single,Full-time,4,Rent,Apartment,Female,Car,1207906
38,Doctorate,Technology,1,Urban,26,Married,Self-employed,2,Rent,Apartment,Female,Car,74758
33,Bachelor's,Technology,0,Urban,27,Married,Full-time,7,Own,Apartment,Female,Public transit,65538
49,High School,Healthcare,2,Urban,21,Single,Part-time,2,Rent,Apartment,Male,Public transit,70562
19,Bachelor's,Healthcare,2,Suburban,37,Single,Part-time,6,Own,Single-family home,Female,Public transit,71246
32,Bachelor's,Technology,0,Rural,5,Single,Full-time,6,Own,Apartment,Male,Car,378184
69,Master's,Technology,0,Rural,50,Divorced,Part-time,6,Own,Single-family home,Male,Walking,70368
60,High School,Healthcare,3,Urban,21,Married,Full-time,3,Own,Single-family home,Male,Biking,73312
35,Doctorate,Technology,1,Suburban,44,Married,Full-time,2,Own,Apartment,Female,Walking,4277787
46,Bachelor's,Healthcare,5,Urban,15,Married,Full-time,7,Own,Single-family home,Male,Car,66852
48,Bachelor's,Education,4,Urban,33,Single,Full-time,3,Own,Single-family home,Female,Public transit,72518
33,Bachelor's,Healthcare,5,Urban,49,Married,Self-employed,1,Own,Single-family home,Female,Car,75070
44,High School,Others,1,Urban,44,Single,Part-time,4,Own,Townhouse,Female,Walking,73552
45,Bachelor's,Healthcare,0,Rural,35,Single,Part-time,5,Own,Single-family home,Female,Public transit,9628546
70,High School,Others,2,Urban,39,Married,Part-time,7,Rent,Single-family home,Female,Public transit,33321
26,Bachelor's,Others,5,Suburban,36,Married,Full-time,4,Own,Apartment,Male,Public transit,2526190
68,Bachelor's,Healthcare,3,Urban,35,Single,Full-time,7,Own,Single-family home,Female,Walking,74386
52,Master's,Others,4,Urban,9,Married,Full-time,4,Rent,Townhouse,Male,Biking,86843
23,High School,Finance,3,Rural,35,Married,Part-time,3,Rent,Single-family home,Male,Car,826130
22,Master's,Healthcare,3,Urban,26,Married,Part-time,4,Own,Single-family home,Female,Public transit,71472
58,High School,Healthcare,3,Urban,42,Single,Full-time,2,Own,Apartment,Male,Public transit,66730
70,Bachelor's,Healthcare,1,Urban,19,Single,Full-time,3,Rent,Apartment,Male,Public transit,177712
30,Master's,Healthcare,1,Urban,34,Married,Part-time,4,Own,Townhouse,Male,Car,73808
31,High School,Education,3,Urban,30,Single,Full-time,2,Own,Single-family home,Female,Car,70866
24,Master's,Education,3,Urban,45,Married,Part-time,2,Own,Single-family home,Female,Public transit,68044
27,High School,Healthcare,5,Urban,26,Married,Part-time,7,Rent,Single-family home,Female,Car,71188
27,High School,Healthcare,2,Urban,37,Married,Full-time,7,Rent,Apartment,Male,Public transit,134648
58,Bachelor's,Finance,0,Urban,2,Single,Full-time,3,Own,Single-family home,Female,Car,72664
50,Bachelor's,Healthcare,1,Rural,34,Married,Self-employed,3,Own,Apartment,Female,Biking,66196
30,Bachelor's,Others,3,Urban,39,Married,Self-employed,5,Own,Townhouse,Male,Public transit,75028
59,Bachelor's,Technology,3,Urban,22,Single,Self-employed,2,Own,Apartment,Female,Car,67022
45,High School,Others,5,Rural,12,Married,Full-time,3,Own,Apartment,Male,Public transit,5393922
44,High School,Finance,1,Urban,43,Married,Self-employed,5,Own,Single-family home,Female,Car,4967902
51,Bachelor's,Healthcare,1,Urban,16,Single,Part-time,5,Own,Apartment,Male,Car,74856
60,Bachelor's,Education,2,Urban,47,Single,Self-employed,5,Rent,Single-family home,Male,Public transit,67494
22,Bachelor's,Education,4,Urban,16,Single,Full-time,6,Own,Apartment,Male,Public transit,2141921
18,Bachelor's,Technology,5,Suburban,10,Married,Self-employed,1,Own,Apartment,Female,Public transit,7066470
40,High School,Education,2,Suburban,26,Single,Self-employed,3,Own,Townhouse,Male,Public transit,66122
43,High School,Healthcare,1,Urban,45,Married,Full-time,4,Own,Apartment,Male,Public transit,75266
69,Bachelor's,Finance,5,Rural,15,Married,Full-time,3,Own,Apartment,Male,Public transit,1589756
23,Bachelor's,Healthcare,2,Urban,34,Married,Full-time,2,Own,Apartment,Male,Car,68856
53,High School,Education,0,Urban,23,Divorced,Self-employed,4,Rent,Apartment,Male,Public transit,158110
48,Master's,Healthcare,1,Urban,34,Single,Full-time,5,Own,Apartment,Male,Car,65564
55,Bachelor's,Finance,2,Suburban,17,Married,Part-time,1,Own,Single-family home,Male,Public transit,66118
35,Master's,Technology,0,Urban,18,Single,Full-time,1,Rent,Single-family home,Female,Public transit,73834
59,Bachelor's,Healthcare,3,Urban,32,Single,Part-time,7,Own,Single-family home,Female,Biking,67122
56,Bachelor's,Technology,3,Rural,24,Married,Part-time,6,Rent,Single-family home,Male,Biking,202585
42,Master's,Others,4,Urban,26,Married,Full-time,7,Rent,Single-family home,Female,Public transit,251169
28,Bachelor's,Technology,4,Urban,16,Married,Part-time,5,Rent,Single-family home,Male,Car,68016
39,Master's,Finance,5,Urban,44,Married,Self-employed,4,Own,Apartment,Female,Car,257497
54,Bachelor's,Technology,4,Urban,32,Divorced,Full-time,5,Own,Single-family home,Female,Walking,74166
59,High School,Others,0,Urban,38,Single,Full-time,3,Own,Single-family home,Male,Car,69748
39,Master's,Technology,1,Urban,2,Married,Full-time,3,Own,Apartment,Male,Public transit,66942
37,High School,Finance,3,Urban,21,Single,Self-employed,3,Rent,Apartment,Female,Public transit,2515227
48,Bachelor's,Finance,5,Rural,19,Single,Full-time,6,Own,Apartment,Male,Public transit,2731771
40,High School,Healthcare,5,Urban,45,Single,Full-time,3,Rent,Apartment,Female,Car,66434
44,Bachelor's,Healthcare,5,Rural,31,Married,Full-time,7,Own,Apartment,Female,Public transit,431829
47,Master's,Education,1,Urban,18,Single,Part-time,3,Own,Single-family home,Female,Biking,70918
31,Master's,Others,4,Urban,50,Married,Full-time,3,Own,Single-family home,Male,Public transit,73718
67,High School,Education,3,Rural,32,Married,Full-time,6,Rent,Single-family home,Female,Public transit,43561
27,High School,Technology,0,Urban,8,Single,Self-employed,6,Rent,Townhouse,Male,Public transit,71978
66,High School,Others,2,Urban,26,Divorced,Part-time,5,Own,Single-family home,Male,Public transit,7415979
43,Master's,Technology,3,Urban,40,Married,Part-time,5,Own,Apartment,Female,Car,72932
66,Bachelor's,Healthcare,4,Suburban,0,Married,Full-time,5,Rent,Single-family home,Male,Public transit,65100
65,Bachelor's,Others,3,Suburban,50,Married,Self-employed,6,Own,Townhouse,Male,Car,69444
30,Master's,Education,5,Suburban,14,Married,Part-time,6,Own,Single-family home,Female,Walking,442285
36,High School,Others,1,Urban,22,Single,Full-time,1,Own,Apartment,Male,Public transit,68314
21,Doctorate,Healthcare,1,Suburban,23,Married,Full-time,6,Own,Single-family home,Female,Public transit,1031190
20,Bachelor's,Others,3,Suburban,25,Married,Full-time,6,Rent,Apartment,Male,Public transit,71748
18,Bachelor's,Finance,1,Urban,29,Single,Full-time,1,Own,Townhouse,Female,Biking,5641383
52,High School,Technology,3,Suburban,50,Married,Part-time,2,Own,Apartment,Male,Public transit,66760
52,Master's,Healthcare,3,Urban,35,Single,Full-time,2,Own,Apartment,Male,Public transit,70958
59,Master's,Finance,3,Urban,19,Divorced,Part-time,1,Own,Apartment,Male,Car,67510
45,Bachelor's,Technology,2,Urban,4,Divorced,Full-time,5,Own,Townhouse,Male,Car,73178
65,Master's,Others,3,Urban,18,Single,Full-time,7,Rent,Single-family home,Male,Biking,168030
45,Master's,Healthcare,4,Urban,35,Single,Part-time,7,Own,Apartment,Male,Public transit,68846
37,Bachelor's,Education,3,Suburban,18,Divorced,Full-time,1,Own,Single-family home,Female,Public transit,5284915
59,High School,Healthcare,1,Suburban,36,Single,Part-time,3,Own,Single-family home,Female,Public transit,75218
66,Bachelor's,Technology,1,Suburban,37,Married,Self-employed,3,Own,Townhouse,Male,Public transit,2009020
59,Bachelor's,Healthcare,5,Suburban,30,Divorced,Part-time,1,Rent,Apartment,Male,Public transit,75018
67,Doctorate,Technology,1,Urban,22,Divorced,Self-employed,5,Rent,Apartment,Female,Car,69984
53,Master's,Healthcare,3,Urban,21,Married,Full-time,1,Own,Single-family home,Male,Car,68108
63,Master's,Healthcare,3,Urban,5,Single,Full-time,5,Own,Apartment,Female,Biking,5734817
41,Bachelor's,Technology,0,Urban,2,Single,Full-time,4,Own,Apartment,Male,Public transit,70732
31,Bachelor's,Technology,0,Urban,33,Single,Full-time,7,Rent,Apartment,Female,Biking,5205293
19,Doctorate,Healthcare,4,Urban,16,Married,Part-time,3,Rent,Apartment,Female,Car,1461334
52,Bachelor's,Healthcare,0,Suburban,33,Single,Full-time,1,Rent,Apartment,Female,Biking,1251000
60,Master's,Technology,1,Urban,29,Married,Full-time,3,Rent,Apartment,Male,Car,72602
68,Bachelor's,Technology,3,Urban,38,Married,Full-time,3,Own,Townhouse,Male,Public transit,203599
38,High School,Technology,3,Rural,18,Married,Full-time,7,Own,Townhouse,Male,Public transit,73038
19,Bachelor's,Education,0,Suburban,13,Single,Full-time,4,Rent,Single-family home,Female,Public transit,176419
69,High School,Healthcare,2,Urban,4,Married,Self-employed,6,Rent,Single-family home,Female,Public transit,70856
61,High School,Others,1,Urban,43,Single,Part-time,5,Own,Townhouse,Female,Public transit,67516
51,Bachelor's,Finance,5,Urban,43,Single,Self-employed,5,Own,Townhouse,Female,Public transit,67410
37,High School,Healthcare,1,Urban,36,Married,Part-time,2,Own,Townhouse,Female,Biking,68544
19,Doctorate,Finance,2,Urban,44,Married,Self-employed,3,Own,Apartment,Female,Car,73610
43,Bachelor's,Others,5,Urban,17,Divorced,Full-time,1,Own,Apartment,Male,Car,1078818
24,Master's,Technology,3,Urban,11,Single,Full-time,5,Rent,Single-family home,Female,Public transit,1301384
18,Bachelor's,Education,0,Urban,17,Married,Self-employed,5,Rent,Apartment,Male,Biking,205486
43,High School,Technology,4,Urban,14,Married,Full-time,2,Rent,Single-family home,Female,Public transit,99806
52,Bachelor's,Healthcare,4,Urban,32,Married,Full-time,1,Own,Apartment,Male,Biking,75116
39,High School,Healthcare,1,Urban,10,Married,Part-time,1,Rent,Single-family home,Female,Public transit,70206
20,High School,Education,1,Urban,14,Single,Full-time,5,Rent,Townhouse,Female,Public transit,260049
45,High School,Healthcare,3,Urban,41,Married,Full-time,6,Rent,Single-family home,Male,Biking,890380
32,Bachelor's,Finance,2,Urban,21,Single,Part-time,2,Rent,Single-family home,Male,Public transit,2029969
41,Doctorate,Healthcare,4,Urban,8,Divorced,Full-time,5,Rent,Townhouse,Male,Car,74306
54,Master's,Others,1,Urban,32,Married,Full-time,5,Own,Apartment,Male,Walking,65540
56,Bachelor's,Others,3,Urban,28,Married,Self-employed,5,Own,Single-family home,Female,Car,69216
62,Doctorate,Healthcare,2,Suburban,42,Single,Full-time,2,Rent,Apartment,Female,Public transit,69976
56,Bachelor's,Technology,2,Urban,16,Married,Self-employed,2,Rent,Single-family home,Male,Public transit,66228
61,Bachelor's,Healthcare,0,Urban,20,Single,Part-time,7,Rent,Single-family home,Male,Biking,302593
28,High School,Technology,0,Urban,36,Single,Full-time,4,Rent,Single-family home,Female,Car,67422
32,Bachelor's,Healthcare,1,Rural,31,Married,Full-time,4,Own,Single-family home,Female,Car,66734
53,High School,Healthcare,5,Urban,31,Single,Full-time,6,Own,Single-family home,Female,Public transit,65154
57,Bachelor's,Finance,2,Suburban,32,Married,Full-time,1,Own,Apartment,Female,Car,68940
53,Master's,Technology,2,Urban,35,Married,Part-time,7,Own,Townhouse,Female,Biking,47407
40,Bachelor's,Technology,2,Urban,27,Married,Full-time,7,Rent,Apartment,Male,Public transit,960948
30,Master's,Healthcare,3,Urban,39,Single,Part-time,4,Own,Single-family home,Female,Biking,74190
69,Bachelor's,Others,2,Suburban,40,Single,Full-time,2,Own,Apartment,Female,Car,70852
70,Doctorate,Education,5,Urban,24,Single,Self-employed,4,Own,Apartment,Male,Public transit,34698
36,Doctorate,Healthcare,4,Rural,40,Single,Full-time,7,Rent,Townhouse,Female,Car,68532
38,High School,Others,4,Suburban,7,Single,Part-time,4,Own,Single-family home,Female,Public transit,74480
64,High School,Others,1,Urban,50,Single,Full-time,2,Own,Single-family home,Male,Car,69794
42,High School,Healthcare,3,Urban,26,Married,Self-employed,2,Rent,Apartment,Male,Car,167025
37,High School,Others,1,Urban,0,Divorced,Full-time,5,Own,Single-family home,Male,Car,67834
22,High School,Healthcare,5,Urban,7,Married,Part-time,6,Own,Apartment,Female,Biking,73830
58,Master's,Healthcare,2,Urban,25,Married,Full-time,5,Rent,Apartment,Male,Walking,476841
49,Bachelor's,Finance,5,Urban,14,Married,Full-time,7,Own,Single-family home,Male,Car,68748
22,Bachelor's,Healthcare,2,Urban,26,Married,Full-time,4,Rent,Apartment,Female,Biking,158549
50,Master's,Healthcare,0,Rural,43,Married,Full-time,1,Own,Apartment,Male,Public transit,70672
23,Bachelor's,Technology,3,Urban,0,Married,Full-time,5,Rent,Apartment,Female,Public transit,71588
32,High School,Education,3,Urban,14,Single,Full-time,5,Own,Single-family home,Female,Public transit,4585339
34,Bachelor's,Finance,5,Suburban,27,Married,Part-time,4,Rent,Single-family home,Female,Biking,1198802
69,High School,Healthcare,2,Urban,43,Married,Full-time,1,Own,Apartment,Male,Public transit,74072
22,Master's,Others,5,Urban,43,Married,Self-employed,6,Rent,Townhouse,Male,Biking,70098
47,Bachelor's,Healthcare,3,Urban,15,Single,Full-time,1,Own,Single-family home,Female,Walking,69562
38,Master's,Finance,5,Urban,43,Married,Full-time,5,Own,Single-family home,Male,Public transit,291614
59,Bachelor's,Healthcare,4,Urban,12,Married,Full-time,1,Own,Townhouse,Female,Public transit,71336
44,Bachelor's,Education,5,Urban,24,Single,Part-time,2,Own,Townhouse,Female,Public transit,68076
49,High School,Technology,2,Urban,34,Single,Self-employed,5,Rent,Townhouse,Male,Public transit,65628
19,Master's,Others,2,Suburban,36,Divorced,Full-time,7,Rent,Townhouse,Male,Car,72612
54,Bachelor's,Technology,3,Urban,33,Married,Self-employed,6,Own,Apartment,Male,Biking,65720
38,Doctorate,Healthcare,5,Rural,2,Married,Full-time,7,Rent,Single-family home,Female,Car,1317332
65,Master's,Education,1,Urban,17,Single,Part-time,1,Rent,Townhouse,Female,Walking,538520
20,Bachelor's,Finance,0,Suburban,34,Single,Full-time,2,Own,Townhouse,Female,Car,629951
62,Doctorate,Education,4,Urban,37,Married,Full-time,1,Own,Townhouse,Female,Car,65550
36,High School,Healthcare,4,Urban,10,Married,Part-time,3,Own,Townhouse,Male,Public transit,4482422
25,Master's,Healthcare,0,Urban,22,Married,Full-time,6,Rent,Apartment,Male,Biking,859847
31,Master's,Technology,2,Suburban,47,Single,Part-time,4,Rent,Apartment,Male,Public transit,1546365
21,Bachelor's,Finance,1,Suburban,38,Single,Self-employed,4,Rent,Single-family home,Male,Biking,64918
50,High School,Finance,4,Urban,44,Single,Part-time,4,Rent,Single-family home,Male,Public transit,1612320
59,High School,Education,5,Urban,26,Single,Part-time,6,Rent,Apartment,Female,Biking,718096
30,High School,Others,3,Urban,39,Single,Part-time,6,Rent,Apartment,Female,Car,65588
20,Bachelor's,Technology,0,Suburban,34,Single,Full-time,4,Own,Apartment,Male,Public transit,71230
70,Doctorate,Technology,1,Urban,50,Married,Part-time,7,Rent,Single-family home,Male,Public transit,71848
21,Bachelor's,Healthcare,4,Urban,27,Married,Part-time,5,Rent,Single-family home,Female,Biking,57311
37,High School,Finance,1,Urban,12,Married,Self-employed,5,Rent,Apartment,Female,Car,3093723
43,Bachelor's,Healthcare,1,Rural,10,Divorced,Full-time,3,Rent,Apartment,Male,Biking,65906
56,High School,Others,1,Urban,50,Married,Full-time,5,Own,Apartment,Male,Public transit,69930
23,Master's,Healthcare,1,Suburban,0,Married,Self-employed,3,Own,Apartment,Male,Public transit,71522
34,Bachelor's,Technology,5,Urban,14,Married,Part-time,5,Own,Apartment,Male,Walking,3675408
38,High School,Others,2,Urban,26,Married,Full-time,5,Own,Apartment,Female,Car,9049636
48,Master's,Technology,1,Urban,47,Married,Self-employed,5,Own,Townhouse,Male,Car,68446
69,Bachelor's,Healthcare,3,Urban,14,Single,Part-time,1,Rent,Townhouse,Male,Car,120727
24,High School,Technology,0,Urban,7,Married,Part-time,1,Rent,Single-family home,Male,Biking,75408
68,Master's,Healthcare,0,Suburban,28,Single,Part-time,7,Rent,Single-family home,Male,Biking,2176245
39,High School,Healthcare,2,Urban,22,Single,Full-time,6,Own,Single-family home,Female,Car,70310
57,Bachelor's,Finance,4,Urban,36,Married,Part-time,1,Own,Single-family home,Female,Car,70654
54,High School,Technology,2,Urban,28,Married,Full-time,4,Rent,Apartment,Male,Car,268280
29,Bachelor's,Technology,2,Urban,32,Single,Self-employed,4,Rent,Single-family home,Male,Public transit,72716
34,High School,Others,5,Urban,42,Married,Full-time,5,Own,Single-family home,Male,Car,67508
43,Bachelor's,Healthcare,0,Urban,34,Single,Full-time,2,Own,Single-family home,Female,Walking,68914
57,High School,Others,4,Suburban,32,Married,Part-time,7,Own,Townhouse,Female,Public transit,5613301
19,High School,Healthcare,4,Rural,3,Married,Self-employed,3,Own,Single-family home,Female,Public transit,66402
64,Master's,Healthcare,2,Urban,4,Divorced,Full-time,2,Own,Apartment,Female,Public transit,3784053
50,Master's,Others,0,Urban,43,Divorced,Full-time,7,Rent,Single-family home,Female,Car,73464
45,High School,Finance,5,Suburban,23,Married,Full-time,2,Own,Single-family home,Male,Public transit,69958
50,High School,Technology,4,Urban,9,Single,Part-time,4,Rent,Apartment,Female,Public transit,1538406
53,Master's,Finance,0,Rural,28,Single,Part-time,4,Rent,Apartment,Female,Public transit,3140438
22,High School,Technology,4,Suburban,34,Single,Self-employed,7,Rent,Townhouse,Female,Car,66016
53,High School,Education,2,Urban,33,Single,Part-time,5,Rent,Apartment,Male,Public transit,68510
52,Bachelor's,Healthcare,2,Suburban,8,Married,Part-time,7,Rent,Townhouse,Female,Biking,85855
50,Bachelor's,Technology,3,Urban,36,Married,Part-time,5,Rent,Apartment,Male,Public transit,119916
48,Master's,Healthcare,2,Suburban,9,Married,Part-time,5,Rent,Apartment,Female,Biking,69544
34,Master's,Healthcare,4,Urban,7,Single,Full-time,4,Own,Apartment,Male,Car,5537564
66,Bachelor's,Technology,1,Urban,17,Single,Part-time,6,Rent,Townhouse,Female,Biking,4558614
35,Bachelor's,Technology,3,Suburban,5,Married,Part-time,1,Own,Townhouse,Male,Public transit,5456271
55,Bachelor's,Education,3,Urban,40,Single,Full-time,3,Rent,Single-family home,Female,Public transit,449030
35,Bachelor's,Others,1,Urban,16,Married,Part-time,7,Own,Single-family home,Male,Biking,69414
